date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:25:52	153619/153619	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2225813-65157b40-38500a;br%22	https://traffic.rta.ac/assets_new/ReadSpeaker.pub.Config.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/ReadSpeaker.pub.Config.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:52	3219/3219	---MCZ	200	added ('OK')	text/css	etag:W/%22c93-65157b41-38503a;br%22	https://traffic.rta.ac/assets_new/print.css	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/print.css	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:52	23464/23464	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225ba8-6517e372-385002;br%22	https://traffic.rta.ac/assets_new/jquery.colorbox.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/jquery.colorbox.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:53	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:55:53%20GMT	https://traffic.rta.ac/trfesrv/public_resources/revamp/assets_new_en/css/blind.css	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/revamp/assets_new_en/css/blind.css	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:53	3411/3411	---MCZ	200	added ('OK')	text/css	etag:W/%22d53-65157b41-38501c;br%22	https://traffic.rta.ac/assets_new/jquery-ui.css	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/jquery-ui.css	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:53	5190/5190	---MCZ	200	added ('OK')	text/css	etag:W/%221446-65157b41-385028;br%22	https://traffic.rta.ac/assets_new/head_foot.css	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/head_foot.css	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:53	26370/26370	---MCZ	200	added ('OK')	text/css	etag:W/%226702-6515881d-384ff4;br%22	https://traffic.rta.ac/assets_new/rta.css	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/rta.css	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:54	5150/5150	---MCZ	200	added ('OK')	text/css	etag:W/%22141e-65171aec-384ff8;br%22	https://traffic.rta.ac/assets_new/colorbox.css	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/colorbox.css	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:54	3859/3859	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22f13-65157b42-38500e;br%22	https://traffic.rta.ac/assets_new/index.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/index.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:54	25497/25497	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226399-65157b42-385036;br%22	https://traffic.rta.ac/assets_new/jquery.datepicker.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/jquery.datepicker.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:54	602/602	---MCZ	200	added ('OK')	text/css	etag:W/%2225a-65157b42-38503e;br%22	https://traffic.rta.ac/assets_new/myEcertificate.css	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/myEcertificate.css	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:55	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:55:55%20GMT	https://traffic.rta.ac/trfesrv/public_resources/GET	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/GET	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:55	25032/25032	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2261c8-65157b42-38500c;br%22	https://traffic.rta.ac/assets_new/ReadSpeaker.lib.RSLib.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/ReadSpeaker.lib.RSLib.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:55	14634/14634	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22392a-65157b42-38502c;br%22	https://traffic.rta.ac/assets_new/ReadSpeaker.Common.Settings.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/ReadSpeaker.Common.Settings.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:55	9481/9481	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%222509-65157b42-38502a;br%22	https://traffic.rta.ac/assets_new/ReadSpeaker.PlayerAPI.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/ReadSpeaker.PlayerAPI.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:56	58892/58892	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22e60c-65157b42-385010;br%22	https://traffic.rta.ac/assets_new/ReadSpeaker.HL.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/ReadSpeaker.HL.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:56	47214/47214	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22b86e-65157b42-38501a;br%22	https://traffic.rta.ac/assets_new/ReadSpeaker.ui.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/ReadSpeaker.ui.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:56	232283/232283	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2238b5b-65157b42-38502e;br%22	https://traffic.rta.ac/assets_new/modules.5c4e5a4915cb0bf32fd1.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/modules.5c4e5a4915cb0bf32fd1.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:56	12687/12687	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22318f-65157b42-385008;br%22	https://traffic.rta.ac/assets_new/ReadSpeaker.enlargeHL.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/ReadSpeaker.enlargeHL.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:57	1220/1220	---MCZ	200	added ('OK')	text/css	etag:W/%224c4-65157b42-384fea;br%22	https://traffic.rta.ac/assets_new/ReadSpeaker.enlargeHL.css	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/ReadSpeaker.enlargeHL.css	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:58	149333/149333	---MCZ	200	added ('OK')	text/css	etag:W/%2224755-65157b43-384ffa;br%22	https://traffic.rta.ac/assets_new/bootstrap.css	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/bootstrap.css	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:58	149333/149333	---MCZ	200	added ('OK')	text/css	date:Mon,%2012%20Apr%202021%2010:38:24%20GMT	https://traffic.rta.ae/trfesrv/revamp/common/header_footer_assets/css/bootstrap.css	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ae/trfesrv/revamp/common/header_footer_assets/css/bootstrap.css	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:58	59331/59331	---MCZ	200	added ('OK')	text/css	etag:W/%22e7c3-651719e6-385044;br%22	https://traffic.rta.ac/assets_new/header_footer_style.css	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/header_footer_style.css	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:58	2939/2939	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22b7b-65157b43-38504e;br%22	https://traffic.rta.ac/assets_new/svgxuse.min.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/svgxuse.min.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:58	267365/267365	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2241465-65157b43-385034;br%22	https://traffic.rta.ac/assets_new/jquery-2.2.4.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/jquery-2.2.4.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:58	35785/35785	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%228bc9-65157b43-385020;br%22	https://traffic.rta.ac/assets_new/bootstrap.min.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/bootstrap.min.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:59	2007/2007	---M--	200	added ('OK')	image/png	etag:%227d7-65157b44-385016;;;%22	https://traffic.rta.ac/assets_new/government-dubai.png	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/government-dubai.png	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:59	7751/7751	---M--	200	added ('OK')	image/png	etag:%221e47-65157b44-385006;;;%22	https://traffic.rta.ac/assets_new/RTA.png	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/RTA.png	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:25:59	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:00%20GMT	https://traffic.rta.ac/trfesrv/public_resources/window.location.href	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/window.location.href	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:26:00	1222/1222	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%224c6-65157b44-385040;br%22	https://traffic.rta.ac/assets_new/api.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/api.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:26:00	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:01%20GMT	https://traffic.rta.ac/assets_new/json2.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/json2.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:26:01	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265e20779-4d7%22	https://traffic.rta.ac/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://traffic.rta.ac/trfesrv/public_resources/my-ecertificates.do?)
17:26:01	730/730	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2011:56:01%20GMT	https://traffic.rta.ac/trfesrv/public_resources/+/	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/+/index.html	(from https://traffic.rta.ac/assets_new/recaptcha__en.js)
17:26:01	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:01%20GMT	https://traffic.rta.ac/trfesrv/public_resources/webworker.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/webworker.33.delayed	(from https://traffic.rta.ac/assets_new/recaptcha__en.js)
17:26:02	730/730	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2011:56:02%20GMT	https://traffic.rta.ac/trfesrv/public_resources/api2/	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/api2/index.html	(from https://traffic.rta.ac/assets_new/recaptcha__en.js)
17:26:02	730/730	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2011:56:02%20GMT	https://traffic.rta.ac/trfesrv/public_resources/enterprise/	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/enterprise/index.html	(from https://traffic.rta.ac/assets_new/recaptcha__en.js)
17:26:02	730/730	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2011:56:02%20GMT	https://traffic.rta.ac/trfesrv/public_resources/Edg/	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/Edg/index.html	(from https://traffic.rta.ac/assets_new/recaptcha__en.js)
17:26:02	730/730	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2011:56:02%20GMT	https://traffic.rta.ac/trfesrv/public_resources/	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/index.html	(from https://traffic.rta.ac/assets_new/recaptcha__en.js)
17:26:03	730/730	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2011:56:03%20GMT	https://traffic.rta.ac/trfesrv/public_resources/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from https://traffic.rta.ac/assets_new/recaptcha__en.js)
17:26:03	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:03%20GMT	https://traffic.rta.ac/trfesrv/public_resources/POST	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/POST	(from https://traffic.rta.ac/assets_new/hotjar-1165416.js)
17:26:03	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:04%20GMT	https://traffic.rta.ac/trfesrv/public_resources/modules.5c4e5a4915cb0bf32fd1.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/modules.5c4e5a4915cb0bf32fd1.js	(from https://traffic.rta.ac/assets_new/hotjar-1165416.js)
17:26:04	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:04%20GMT	https://traffic.rta.ac/trfesrv/public_resources/gtm.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/gtm.js	(from https://traffic.rta.ac/assets_new/analytics.js)
17:26:04	2102/2102	---M--	200	added ('OK')	text/javascript	date:Tue,%2027%20Jun%202023%2017:28:00%20GMT	https://www.googletagmanager.com/dclk/ns/v1.js	C:/My%20Web%20Sites/traffic%20test/www.googletagmanager.com/dclk/ns/v1.js	(from https://traffic.rta.ac/assets_new/gtm.js)
17:26:05	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/traffic%20test/www.google-analytics.com/analytics.js	(from https://traffic.rta.ac/assets_new/gtm.js)
17:26:05	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:06%20GMT	https://traffic.rta.ac/trfesrv/public_resources/ec.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/ec.js	(from https://traffic.rta.ac/assets_new/gtm.js)
17:26:06	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:06%20GMT	https://traffic.rta.ac/analytics.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/analytics.js	(from https://traffic.rta.ac/assets_new/gtm.js)
17:26:06	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:07%20GMT	https://traffic.rta.ac/trfesrv/public_resources/recaptcha.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/recaptcha.js	(from https://traffic.rta.ac/assets_new/gtm.js)
17:26:07	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:07%20GMT	https://traffic.rta.ac/trfesrv/public_resources/linkid.js	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/linkid.js	(from https://traffic.rta.ac/assets_new/gtm.js)
17:26:27	1613/1613	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2006%20Mar%202024%2011:56:28%20GMT	https://cct.google/taggy/agent.js	C:/My%20Web%20Sites/traffic%20test/cct.google/taggy/agent.3d.delayed	(from https://traffic.rta.ac/assets_new/gtm.js)
17:26:28	730/730	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2011:56:28%20GMT	https://traffic.rta.ac/trfesrv/public_resources/Edge/	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/Edge/index.html	(from https://traffic.rta.ac/assets_new/common.js)
17:26:28	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:28%20GMT	https://traffic.rta.ac/assets_new/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/bootstrap/fonts/glyphicons-halflings-regular.3e.delayed	(from https://traffic.rta.ac/assets_new/style.css)
17:26:28	730/730	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2011:56:28%20GMT	https://traffic.rta.ac/trfesrv/public_resources/Trident/	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/trfesrv/public_resources/Trident/index.html	(from https://traffic.rta.ac/assets_new/common.js)
17:26:28	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:29%20GMT	https://traffic.rta.ac/assets_new/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from https://traffic.rta.ac/assets_new/style.css)
17:26:29	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:29%20GMT	https://traffic.rta.ac/assets_new/bootstrap/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/bootstrap/fonts/glyphicons-halflings-regular.woff2	(from https://traffic.rta.ac/assets_new/style.css)
17:26:29	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:30%20GMT	https://traffic.rta.ac/assets_new/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/bootstrap/fonts/glyphicons-halflings-regular.woff	(from https://traffic.rta.ac/assets_new/style.css)
17:26:30	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:30%20GMT	https://traffic.rta.ac/assets_new/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from https://traffic.rta.ac/assets_new/style.css)
17:26:30	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:30%20GMT	https://traffic.rta.ac/assets_new/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/bootstrap/fonts/glyphicons-halflings-regular.svg	(from https://traffic.rta.ac/assets_new/style.css)
17:26:30	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:31%20GMT	https://traffic.rta.ac/assets_new/img/suggestion_hover.png	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/img/suggestion_hover.png	(from https://traffic.rta.ac/assets_new/default_header_old_pages.css)
17:26:31	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:31%20GMT	https://traffic.rta.ac/assets_new/img/complaints.png	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/img/complaints.png	(from https://traffic.rta.ac/assets_new/default_header_old_pages.css)
17:26:31	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:32%20GMT	https://traffic.rta.ac/assets_new/img/complaints_hover.png	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/img/complaints_hover.png	(from https://traffic.rta.ac/assets_new/default_header_old_pages.css)
17:26:32	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2011:56:32%20GMT	https://traffic.rta.ac/assets_new/img/left-nav.png	C:/My%20Web%20Sites/traffic%20test/traffic.rta.ac/assets_new/img/left-nav.png	(from https://traffic.rta.ac/assets_new/default_header_old_pages.css)
